mision, action, DateTime, org:resource, randomSeed 
mision 0,T_8_Done,2023-09-20 18:36:55,29,1
mision 0,T_37_Done,2023-09-20 18:36:55,18,1
mision 0,T_40_Busy,2023-09-20 18:36:55,24,1
mision 0,T_40_Done,2023-09-20 18:36:59,24,1
mision 0,T_56_Busy,2023-09-20 18:37:50,25,1
mision 0,T_56_Done,2023-09-20 18:37:54,25,1
mision 0,T_26_Busy,2023-09-20 18:38:17,22,1
mision 0,T_26_Done,2023-09-20 18:38:21,22,1
mision 0,simulation_successful,2023-09-20 18:38:21,user,1
mision 1,T_27_ocupied,2023-09-20 18:32:58,19,2
mision 1,T_27_waiting,2023-09-20 18:32:58,19,2
mision 1,T_58_ocupied,2023-09-20 18:33:03,2,2
mision 1,T_58_waiting,2023-09-20 18:33:03,2,2
mision 1,T_45_ocupied,2023-09-20 18:33:03,8,2
mision 1,T_45_waiting,2023-09-20 18:33:03,8,2
mision 1,T_44_ocupied,2023-09-20 18:33:05,5,2
mision 1,T_44_waiting,2023-09-20 18:33:05,5,2
mision 1,T_11_ocupied,2023-09-20 18:33:05,21,2
mision 1,T_11_waiting,2023-09-20 18:33:05,21,2
mision 1,T_40_ocupied,2023-09-20 18:33:09,0,2
mision 1,T_40_waiting,2023-09-20 18:33:09,0,2
mision 1,T_16_ocupied,2023-09-20 18:33:10,20,2
mision 1,T_16_waiting,2023-09-20 18:33:10,20,2
mision 1,T_53_ocupied,2023-09-20 18:33:10,6,2
mision 1,T_53_waiting,2023-09-20 18:33:10,6,2
mision 1,T_59_ocupied,2023-09-20 18:33:12,17,2
mision 1,T_59_waiting,2023-09-20 18:33:12,17,2
mision 1,T_52_ocupied,2023-09-20 18:33:27,1,2
mision 1,T_52_waiting,2023-09-20 18:33:27,1,2
mision 1,T_8_ocupied,2023-09-20 18:33:28,24,2
mision 1,T_8_waiting,2023-09-20 18:33:28,24,2
mision 1,T_13_ocupied,2023-09-20 18:33:30,3,2
mision 1,T_13_waiting,2023-09-20 18:33:30,3,2
mision 1,T_1_ocupied,2023-09-20 18:33:32,15,2
mision 1,T_1_waiting,2023-09-20 18:33:32,15,2
mision 1,T_37_ocupied,2023-09-20 18:33:34,23,2
mision 1,T_37_waiting,2023-09-20 18:33:34,23,2
mision 1,T_15_ocupied,2023-09-20 18:33:50,29,2
mision 1,T_15_waiting,2023-09-20 18:33:50,29,2
mision 1,T_24_ocupied,2023-09-20 18:33:57,27,2
mision 1,T_24_waiting,2023-09-20 18:33:57,27,2
mision 1,T_51_ocupied,2023-09-20 18:34:14,14,2
mision 1,T_51_waiting,2023-09-20 18:34:14,14,2
mision 1,T_39_ocupied,2023-09-20 18:34:17,4,2
mision 1,T_39_waiting,2023-09-20 18:34:17,4,2
mision 1,T_55_ocupied,2023-09-20 18:35:05,11,2
mision 1,T_55_waiting,2023-09-20 18:35:05,11,2
mision 1,T_46_ocupied,2023-09-20 18:35:16,26,2
mision 1,T_46_waiting,2023-09-20 18:35:16,26,2
mision 1,T_23_ocupied,2023-09-20 18:35:23,7,2
mision 1,T_23_waiting,2023-09-20 18:35:23,7,2
mision 1,T_26_ocupied,2023-09-20 18:44:01,9,2
mision 1,T_26_waiting,2023-09-20 18:44:01,9,2
mision 1,T_11_Busy,2023-09-20 18:44:01,21,2
mision 1,T_27_Busy,2023-09-20 18:44:01,19,2
mision 1,T_59_Busy,2023-09-20 18:44:01,17,2
mision 1,T_55_Busy,2023-09-20 18:44:01,11,2
mision 1,T_39_Busy,2023-09-20 18:44:01,4,2
mision 1,T_24_Busy,2023-09-20 18:44:01,27,2
mision 1,T_16_Busy,2023-09-20 18:44:01,20,2
mision 1,T_45_Busy,2023-09-20 18:44:01,8,2
mision 1,T_13_Busy,2023-09-20 18:44:01,3,2
mision 1,T_40_Busy,2023-09-20 18:44:01,0,2
mision 1,T_44_Busy,2023-09-20 18:44:01,5,2
mision 1,T_46_Busy,2023-09-20 18:44:01,26,2
mision 1,T_15_Busy,2023-09-20 18:44:01,29,2
mision 1,T_23_Busy,2023-09-20 18:44:01,7,2
mision 1,T_26_Busy,2023-09-20 18:44:01,9,2
mision 1,T_52_Busy,2023-09-20 18:44:01,1,2
mision 1,T_58_Busy,2023-09-20 18:44:01,2,2
mision 1,T_51_Busy,2023-09-20 18:44:01,14,2
mision 1,T_1_Busy,2023-09-20 18:44:01,15,2
mision 1,T_53_Busy,2023-09-20 18:44:01,6,2
mision 1,T_8_Busy,2023-09-20 18:44:01,24,2
mision 1,T_37_Busy,2023-09-20 18:44:01,23,2
mision 1,T_11_Done,2023-09-20 18:44:06,21,2
mision 1,T_27_Done,2023-09-20 18:44:06,19,2
mision 1,T_59_Done,2023-09-20 18:44:06,17,2
mision 1,T_55_Done,2023-09-20 18:44:06,11,2
mision 1,T_39_Done,2023-09-20 18:44:06,4,2
mision 1,T_24_Done,2023-09-20 18:44:06,27,2
mision 1,T_16_Done,2023-09-20 18:44:06,20,2
mision 1,T_45_Done,2023-09-20 18:44:06,8,2
mision 1,T_13_Done,2023-09-20 18:44:06,3,2
mision 1,T_40_Done,2023-09-20 18:44:06,0,2
mision 1,T_44_Done,2023-09-20 18:44:06,5,2
mision 1,T_46_Done,2023-09-20 18:44:06,26,2
mision 1,T_15_Done,2023-09-20 18:44:06,29,2
mision 1,T_23_Done,2023-09-20 18:44:06,7,2
mision 1,T_26_Done,2023-09-20 18:44:06,9,2
mision 1,T_52_Done,2023-09-20 18:44:06,1,2
mision 1,T_58_Done,2023-09-20 18:44:06,2,2
mision 1,T_51_Done,2023-09-20 18:44:06,14,2
mision 1,T_1_Done,2023-09-20 18:44:06,15,2
mision 1,T_53_Done,2023-09-20 18:44:06,6,2
mision 1,T_8_Done,2023-09-20 18:44:06,24,2
mision 1,T_37_Done,2023-09-20 18:44:06,23,2
mision 1,T_40_Busy,2023-09-20 18:44:07,0,2
mision 1,T_40_Done,2023-09-20 18:44:11,0,2
mision 1,T_56_Busy,2023-09-20 18:45:10,26,2
mision 1,T_56_Done,2023-09-20 18:45:14,26,2
mision 1,T_26_Busy,2023-09-20 18:45:48,3,2
mision 1,T_26_Done,2023-09-20 18:45:52,3,2
mision 1,simulation_successful,2023-09-20 18:45:52,user,2
